Радиация,Температура,Время,Выживаемость,source,Интервал_мин,Гипоксия_предположенная,CEM43,Подавление_репарации,Оксигенация_выигрыш,Синергия,Радиосенсибилизация,Прямая_цитотоксичность,Риск_высокой_температуры,Оценка_правил,log_survival,Неопределенность_CVAE,Источник,RuleConsistency
0.0,41.98969155827847,50.0,0.48376524,synthetic_condition,0.0,0.7,12.3226386298952,1.0,0.8049999999999999,0.0,0.5,0.017172341616244098,0.004324421886902538,0.2514242426920176,-6.0,0.010973219,CVAE+merged_rules,1.0
0.0,42.06197895587613,41.1792433542102,0.5046021,synthetic_condition,0.0,0.7,11.218464571179037,1.0,0.8049999999999999,0.0,0.5,0.01743566085965839,0.0053204116730392,0.24881782971078098,-6.0,0.009334868,CVAE+merged_rules,1.0
0.0,42.094320393201514,49.39947871495602,0.46908405,synthetic_condition,0.0,0.7,14.075016410018284,1.0,0.8049999999999999,0.0,0.5,0.02099952116349376,0.007160648159014086,0.25557294520016033,-6.0,0.01061321,CVAE+merged_rules,1.0
0.0,42.11067648926034,43.05201682291241,0.49435323,synthetic_condition,0.0,0.7,12.547794461450477,1.0,0.8049999999999999,0.0,0.5,0.019800570346245928,0.006913799508766193,0.25220735960820617,-6.0,0.010853007,CVAE+merged_rules,1.0
0.0,42.12881072571125,44.28612601217826,0.48592663,synthetic_condition,0.0,0.7,13.23608308204844,1.0,0.8049999999999999,0.0,0.5,0.020988237794737664,0.007690757665436714,0.2538350409635281,-6.0,0.0094375005,CVAE+merged_rules,1.0
0.0,42.13951814712478,44.16577298385506,0.48219168,synthetic_condition,0.0,0.7,13.397511513171526,1.0,0.8049999999999999,0.0,0.5,0.021476519021525687,0.008093760494606118,0.25422801229010383,-6.0,0.008840677,CVAE+merged_rules,1.0
0.0,42.26016160597944,47.16924010042939,0.4496639,synthetic_condition,0.0,0.7,16.91343359732888,1.0,0.8049999999999999,0.0,0.5,0.030782390116276388,0.01541334865848587,0.26179394966126307,-6.0,0.01076936,CVAE+merged_rules,1.0
0.0,42.60524699047685,46.060046779607255,0.27991027,synthetic_condition,0.0,0.7,26.647678573412197,1.0,0.6554369738624747,0.0,0.5,0.09584712238972565,0.07624253961378898,0.28145098707203164,-6.0,0.00821156,CVAE+merged_rules,1.0
0.0,42.6068888217047,43.238654188139556,0.28443938,synthetic_condition,0.0,0.7,25.072385426680476,1.0,0.653126128113639,0.0,0.5,0.09211399031008914,0.07351787200080424,0.2793436285947719,-6.0,0.0075892177,CVAE+merged_rules,1.0
0.0,42.71934268066938,46.10788942929,0.1967357,synthetic_condition,0.0,0.7,31.246595100432057,1.0,0.5091491063213769,0.0,0.5,0.1447295462622661,0.12341898543402222,0.2909813113689668,-6.0,0.0065829456,CVAE+merged_rules,1.0
0.0,42.72015434815508,38.54125945272745,0.19535202,synthetic_condition,0.0,0.7,26.148214065944025,1.0,0.5082104961115437,0.0,0.5,0.1303950960597845,0.11324374850278712,0.28458090469354536,-6.0,0.005713264,CVAE+merged_rules,1.0
0.0,42.72632740384217,44.464900725915655,0.19137116,synthetic_condition,0.0,0.7,30.426360468913554,1.0,0.501117945852993,0.0,0.5,0.14431107392492534,0.12350319735964396,0.290183856667791,-6.0,0.0069427844,CVAE+merged_rules,1.0
0.0,42.76798340754618,50.0,0.19229612,synthetic_condition,0.0,0.7,36.24783703872227,1.0,0.4553512969640409,0.0,0.5,0.18503640438451363,0.16230085904902977,0.29937912283646567,-6.0,0.0075592096,CVAE+merged_rules,1.0
0.0,42.8135257513636,38.14266826651515,0.1460997,synthetic_condition,0.0,0.7,29.453871399279958,1.0,0.4093651224398467,0.0,0.5,0.1789401596488964,0.16117792617677953,0.2929681573222118,-6.0,0.004253165,CVAE+merged_rules,1.0
0.0,42.8273529934039,46.69427757997329,0.17048353,synthetic_condition,0.0,0.7,36.75528591353528,1.0,0.39621024400207555,0.0,0.5,0.21158208311988969,0.1876178365492723,0.30233405465702795,-6.0,0.0048280363,CVAE+merged_rules,1.0
0.0,42.83397331788391,47.888136288191355,0.17562291,synthetic_condition,0.0,0.7,38.04257563081407,1.0,0.3900414606941848,0.0,0.5,0.22113056375794085,0.19670948589484377,0.3042918655793855,-6.0,0.003299988,CVAE+merged_rules,1.0
0.0,42.865655842148385,41.23751703901319,0.1438396,synthetic_condition,0.0,0.7,34.23018651038618,1.0,0.3616561377933057,0.0,0.5,0.21951343783496594,0.19774828411243173,0.3011820068279908,-6.0,0.004765432,CVAE+merged_rules,1.0
0.0,42.86870647273482,45.39316559918221,0.15994014,synthetic_condition,0.0,0.7,37.83936942320472,1.0,0.35902038329901864,0.0,0.5,0.2359376839313501,0.2110024121559757,0.3055579423992746,-6.0,0.0027973317,CVAE+merged_rules,1.0
0.0,42.87843522147688,39.703837238910076,0.13824007,synthetic_condition,0.0,0.7,33.546189222256594,1.0,0.350726668375374,0.0,0.5,0.22400094431209105,0.20340881086007387,0.30113483297914245,-6.0,0.004637372,CVAE+merged_rules,1.0
0.0,42.897219874670235,41.40314580601837,0.14371482,synthetic_condition,0.0,0.7,35.90488488354806,1.0,0.3351879189796754,0.0,0.5,0.24225621129997071,0.21926490905389487,0.3047862130819275,-6.0,0.0039878683,CVAE+merged_rules,1.0
0.0,42.906757843561216,44.735245611806135,0.1548743,synthetic_condition,0.0,0.7,39.31085178747946,1.0,0.32753324973877807,0.0,0.5,0.26192882390567795,0.23565158546310128,0.3091859515943577,-6.0,0.004870921,CVAE+merged_rules,1.0
0.0,42.93795579855005,49.26474857001802,0.17370774,synthetic_condition,0.0,0.7,45.20452803238043,1.0,0.3035689089985265,0.0,0.5,0.3122021887558785,0.28268218137123485,0.31815703832850933,-6.0,0.002394439,CVAE+merged_rules,1.0
0.0,43.00171762770164,49.15645902155427,0.17092861,synthetic_condition,0.0,0.7,49.215018020258356,1.0,0.25942773414716236,0.0,0.5,0.36948241236772555,0.3346772706970093,0.32595996610116984,-6.0,0.0049807364,CVAE+merged_rules,1.0
0.0,43.01497226125001,48.95585377865842,0.16649637,synthetic_condition,0.0,0.7,49.46656216010777,1.0,0.25101878913355846,0.0,0.5,0.37879642504030564,0.3441111655827182,0.3270596437691747,-6.0,0.004461104,CVAE+merged_rules,1.0
0.0,43.05919814532997,44.91993905611639,0.1489372,synthetic_condition,0.0,0.7,46.80147879830178,1.0,0.2247375868425997,0.0,0.5,0.3847570218052384,0.3515596020509632,0.326107549086695,-6.0,0.002958502,CVAE+merged_rules,1.0
0.0,43.06849969338208,42.390665901584896,0.13678712,synthetic_condition,0.0,0.7,44.45193813111675,1.0,0.21954390191197753,0.0,0.5,0.37667747362604326,0.3462873794567977,0.32400390956469816,-6.0,0.004085058,CVAE+merged_rules,1.0
0.0,43.0798088281293,41.039768436788094,0.12898165,synthetic_condition,0.0,0.7,43.37402773436557,1.0,0.21337915152555878,0.0,0.5,0.3777999540315993,0.34933983462829604,0.32355846157393986,-6.0,0.0037059176,CVAE+merged_rules,1.0
0.0,43.082629495190524,44.300374505380816,0.1456207,synthetic_condition,0.0,0.7,46.91171975885287,1.0,0.2118668166298407,0.0,0.5,0.3983548352719817,0.36546314161858073,0.32756995278022405,-6.0,0.0021734936,CVAE+merged_rules,1.0
0.0,43.09999740818637,44.176942345010865,0.14402744,synthetic_condition,0.0,0.7,47.347589400964196,1.0,0.20277237843416432,0.0,0.5,0.4103498054443455,0.3772955480680516,0.3290364486289315,-6.0,0.0021444818,CVAE+merged_rules,1.0
0.0,43.103620340405996,43.41239697056546,0.13998526,synthetic_condition,0.0,0.7,46.645160980987285,1.0,0.20092174122619125,0.0,0.5,0.408100053058267,0.3758464681675113,0.328433786332486,-6.0,0.0030369936,CVAE+merged_rules,1.0
0.0,43.12749632096726,44.00127201003996,0.13994579,synthetic_condition,0.0,0.7,48.066826346656185,1.0,0.189114859811932,0.0,0.5,0.4290063100112757,0.3955225361020817,0.33132101524462254,-6.0,0.003976644,CVAE+merged_rules,1.0
0.0,43.13664248080021,49.17076598253597,0.15962559,synthetic_condition,0.0,0.7,54.055570992403595,1.0,0.18476669300569243,0.0,0.5,0.47825379535178814,0.44300235753483475,0.3396709025510814,-6.0,0.0049080513,CVAE+merged_rules,1.0
0.0,43.139783937016155,43.7705962686194,0.13971293,synthetic_condition,0.0,0.7,48.223821246776886,1.0,0.18329499786018466,0.0,0.5,0.4360984069537984,0.40253459729643165,0.332122137301005,-6.0,0.0030505941,CVAE+merged_rules,1.0
0.0,43.16418457582194,42.265470093969384,0.13241202,synthetic_condition,0.0,0.7,47.35983557116531,1.0,0.17223366343806673,0.0,0.5,0.442895968467016,0.41061525044108144,0.332376340258527,-6.0,0.0035846822,CVAE+merged_rules,1.0
0.0,43.27040787319486,50.0,0.15303922,synthetic_condition,0.0,0.7,60.3074388618615,1.0,0.13103693520159784,0.0,0.5,0.5807942525690588,0.5402925072923342,0.35276405935537053,-6.0,0.004676072,CVAE+merged_rules,1.0
0.0,43.30066449976435,44.031153514982556,0.13207963,synthetic_condition,0.0,0.7,54.23368273600635,1.0,0.1211445604758866,0.0,0.5,0.5375585300058585,0.49482000692095024,0.34495369061085673,-6.0,0.005182804,CVAE+merged_rules,1.0
0.0,43.31588757833897,43.16472108148625,0.12932435,synthetic_condition,0.0,0.7,53.730462055443425,1.0,0.11644263947288314,0.0,0.5,0.5383345376257349,0.4956357618282199,0.34474899898807293,-6.0,0.0065069916,CVAE+merged_rules,1.0
0.0,43.3778557591008,45.71451391841889,0.13842377,synthetic_condition,0.0,0.7,59.40185725330563,1.0,0.09905478213529832,0.0,0.5,0.591458402066228,0.5396265068689083,0.3522320094517442,-6.0,0.0061524585,CVAE+merged_rules,1.0
0.0,43.44197113314969,45.980983539810296,0.11495142,synthetic_condition,0.0,0.7,62.463285650021774,0.8569658407887917,0.08371888740174273,0.0,0.4499380442760771,0.6218976602244483,0.562422937401218,0.33174225491371334,-6.0,0.005639111,CVAE+merged_rules,1.0
0.0,43.50647752004767,44.93731117018579,0.08087167,synthetic_condition,0.0,0.7,63.83693226259661,0.7034377832081979,0.07063056031947273,0.0,0.39620322412286924,0.6350511695305376,0.5680731236955019,0.3068772731023981,-6.0,0.0056446367,CVAE+merged_rules,1.0
0.0,43.65409952007347,29.827338238782286,0.019497558,synthetic_condition,0.0,0.7,46.93729686194128,0.43421486905419104,0.04775682542582587,0.0,0.30197520416896684,0.562644862169517,0.5344904729621497,0.24830590628314309,-6.0,0.00042960403,CVAE+merged_rules,1.0
0.0,43.78629584918351,31.03624254493156,0.018596169,synthetic_condition,0.0,0.7,53.52636771116015,0.2745174364909466,0.033570743341862094,0.0,0.24608110277183132,0.5946448907639305,0.5452496659893591,0.22626149951487837,-6.0,0.0004757946,CVAE+merged_rules,1.0
0.0,43.811861094415555,30.237251114186783,0.01886518,synthetic_condition,0.0,0.7,53.08072529046136,0.2506962057589404,0.03135345813861441,0.0,0.23774367201562913,0.5937516125064406,0.5457373901651205,0.2220039828324417,-6.0,0.00040807313,CVAE+merged_rules,1.0
0.0,43.81518743853179,26.239481962884714,0.019250084,synthetic_condition,0.0,0.7,46.169070133568404,0.2477423851447188,0.031075835459812743,0.0,0.23670983480065155,0.5689524627090761,0.5433029491522541,0.21698153045543422,-6.0,0.0004226012,CVAE+merged_rules,1.0
0.0,43.838862001399576,29.52167488794599,0.018870823,synthetic_condition,0.0,0.7,52.80361037391123,0.2276410302701669,0.02916901793687664,0.0,0.22967436059455842,0.5934815488970949,0.5463015159536674,0.21798033495232896,-6.0,0.00033286316,CVAE+merged_rules,1.0
0.0,43.86310165387744,31.371972843260295,0.018840484,synthetic_condition,0.0,0.7,57.063882600062854,0.20865467724405193,0.027336812470689177,0.0,0.22302913703541816,0.6108852874971181,0.5489754820213351,0.2174034935111202,-6.0,0.00038279008,CVAE+merged_rules,1.0
0.0,43.86583781956794,26.516662829600335,0.019043177,synthetic_condition,0.0,0.7,48.32390495693842,0.20660794120909,0.02713729804015364,0.0,0.2223127794231815,0.5778739409677497,0.5454664143247215,0.21160219888208495,-6.0,0.00041996353,CVAE+merged_rules,1.0
0.0,43.87897543867888,32.40757792488643,0.018578155,synthetic_condition,0.0,0.7,59.59976488156621,0.19704240659533956,0.026199264526379537,0.0,0.21896484230836882,0.6215644367561829,0.5507839317349498,0.21694727452069132,-6.0,0.00033195555,CVAE+merged_rules,1.0
0.0,43.893151945607414,30.452732890875208,0.018871635,synthetic_condition,0.0,0.7,56.55770775791504,0.18719213192732664,0.025223104960347624,0.0,0.2155172461745643,0.609397777135119,0.549047080804522,0.21348816268101184,-6.0,0.00032091793,CVAE+merged_rules,1.0
0.0,43.899294410929215,35.228391701429025,0.018522311,synthetic_condition,0.0,0.7,65.70636005839691,0.1830711029675298,0.024811435625988167,0.0,0.21407488603863542,0.6475238320515563,0.5562557512064956,0.21812225858506828,-6.0,0.0006449643,CVAE+merged_rules,1.0
0.0,43.94339136514492,29.857753856907834,0.019032722,synthetic_condition,0.0,0.7,57.41775819636606,0.15592787936142258,0.022045497196477797,0.0,0.2045747577764979,0.6135586789124973,0.5499030533174053,0.20872273959382479,-6.0,0.00032191898,CVAE+merged_rules,1.0
0.0,43.95538603764186,33.571009021828104,0.018570177,synthetic_condition,0.0,0.7,65.09749089331815,0.14923952237146929,0.021347635954911334,0.0,0.20223383283001423,0.6449214187860993,0.5546392441058005,0.21192244032565877,-6.0,0.0004241644,CVAE+merged_rules,1.0
0.0,43.981097211926446,28.299954734840924,0.01924045,synthetic_condition,0.0,0.7,55.863151204957184,0.1358198779367879,0.01992480945715859,0.0,0.19753695727787576,0.6079038811022623,0.5495812208669727,0.2044285688582268,-6.0,0.00033295638,CVAE+merged_rules,1.0
0.0,43.99929694106872,26.910360424366466,0.019523202,synthetic_condition,0.0,0.7,53.79449914632272,0.1270324422919975,0.018975017054706174,0.0,0.19446135480219912,0.6002082234736578,0.5491353400680193,0.20173104660153612,-6.0,0.00040847246,CVAE+merged_rules,1.0
0.0,44.00443929945182,38.33189823470737,0.017940652,synthetic_condition,0.0,0.7,76.90006102678153,0.12465082104626984,0.018714902471323836,0.0,0.166457475484079,0.6919532366913488,0.5675959146734174,0.21417678310785954,-6.0,0.00073152815,CVAE+merged_rules,1.0
0.0,44.01743571137414,29.799550584581983,0.019242605,synthetic_condition,0.0,0.7,60.32375705070026,0.11882276859792743,0.01807320213060571,0.0,0.1915879690092746,0.6257794546260703,0.551365857966427,0.20407958908384455,-6.0,0.00037208013,CVAE+merged_rules,1.0
0.0,44.0208036427926,30.944511569685574,0.019096281,synthetic_condition,0.0,0.7,62.787927526406676,0.11735608738697956,0.017910510197353135,0.0,0.19107463058544283,0.6356421267926847,0.5524935518795038,0.20517524788761973,-6.0,0.00031157627,CVAE+merged_rules,1.0
0.0,44.023475272643864,31.54556959258044,0.019028561,synthetic_condition,0.0,0.7,64.12614465966914,0.1162051361156987,0.01778249044831175,0.0,0.19067179764049452,0.6410099674951409,0.5531924629642583,0.20569886325757947,-6.0,0.00024491057,CVAE+merged_rules,1.0
0.0,44.03885228193585,27.841751877659757,0.019347832,synthetic_condition,0.0,0.7,57.20345452573068,0.10979060366787806,0.017063147688881456,0.0,0.18842671128375732,0.6136374547498581,0.550311130952337,0.20080525926729217,-6.0,0.00032046842,CVAE+merged_rules,1.0
0.0,44.04326644357993,33.8149956998895,0.018640228,synthetic_condition,0.0,0.7,69.68893530876922,0.10801367913677475,0.016862050990398628,0.0,0.18780478769787115,0.663015200398707,0.5566979716089264,0.2072204578272081,-6.0,0.00039352308,CVAE+merged_rules,1.0
0.0,44.0871329132914,31.860239995339008,0.019131266,synthetic_condition,0.0,0.7,67.68752885143503,0.09180995400647406,0.014987422347939193,0.0,0.1821334839022659,0.6549639375603339,0.5544639005717267,0.2033440856899322,-6.0,0.0005559936,CVAE+merged_rules,1.0
0.0,44.12468159479901,29.414391639512495,0.019561455,synthetic_condition,0.0,0.7,64.13908590366698,0.07984545627758718,0.013548540793905465,0.0,0.1779459096971555,0.6411083864786334,0.5524587380323791,0.1994505597258218,-6.0,0.0002258283,CVAE+merged_rules,1.0
0.0,44.16138671000601,25.0,0.019943608,synthetic_condition,0.0,0.7,55.91807921024128,0.0696314337284092,0.012275092461691221,0.0,0.17437100180494322,0.6093907430969784,0.5503685651744532,0.19328546619788065,-6.0,0.00047235668,CVAE+merged_rules,1.0
0.0,44.17722763069882,25.0,0.020003825,synthetic_condition,0.0,0.7,56.535447904673234,0.06563035031775366,0.011763027852628189,0.0,0.17297062261121376,0.6117904721945419,0.5504942244757345,0.19295527560979198,-6.0,0.00042144358,CVAE+merged_rules,1.0
0.0,44.18607377823172,25.599940762242323,0.020066034,synthetic_condition,0.0,0.7,58.248231578951525,0.06349527554205338,0.011486391934997621,0.0,0.17222334643971868,0.6183599737036867,0.550789176111635,0.19353932174468547,-6.0,0.00035826187,CVAE+merged_rules,1.0
0.0,44.2,25.570609075134595,0.019991858,synthetic_condition,0.0,0.7,58.745833161758846,0.06027181166167992,0.011063970240495866,0.0,0.17109513408158797,0.6203047550377006,0.5508756108290473,0.19326156569080705,-6.0,0.00037474878,CVAE+merged_rules,1.0
0.0,44.2,25.62847040785218,0.020029247,synthetic_condition,0.0,0.7,58.8787635971801,0.06027181166167992,0.011063970240495866,0.0,0.17109513408158797,0.6208155485552664,0.550898898103011,0.1933334072797264,-6.0,0.00035352973,CVAE+merged_rules,1.0
0.0,44.2,27.1155060048858,0.01989752,synthetic_condition,0.0,0.7,62.29507428544921,0.06027181166167992,0.011063970240495866,0.0,0.17109513408158797,0.6339941714646212,0.5515876091999166,0.19513772530490986,-6.0,0.0002819158,CVAE+merged_rules,1.0
0.0,44.2,27.268539889405435,0.019928653,synthetic_condition,0.0,0.7,62.64665382826224,0.06027181166167992,0.011063970240495866,0.0,0.17109513408158797,0.6353507908756203,0.5516693758284117,0.19531915520126025,-6.0,0.00025580043,CVAE+merged_rules,1.0
0.0,44.2,32.26572899697172,0.019010399,synthetic_condition,0.0,0.7,74.12717964320323,0.06027181166167992,0.011063970240495866,0.0,0.166837816159588,0.6778781508984499,0.5560146310465843,0.2009405936696451,-6.0,0.00048509325,CVAE+merged_rules,1.0
0.000499475109281916,42.69111323035035,46.47865191555561,0.10739435,synthetic_condition,0.0,0.7,30.289015486684253,1.0,0.542675277734749,0.9085079087402328,0.9085282688452705,0.1317418082567988,0.11078438168148172,0.517444919957407,-6.0,0.0035438922,CVAE+merged_rules,1.0
0.014291755461652837,44.01513470812268,28.70311446267801,0.01687115,synthetic_condition,0.0,0.7,58.01162349562958,0.11983502025415589,0.018185198935093107,0.46914720067688087,0.4119568370984388,0.6166147054613631,0.550484948370802,0.29009043037647203,-6.0,0.00036859413,CVAE+merged_rules,1.0
0.04134192011109039,43.98721030146387,28.94053788616326,0.016437877,synthetic_condition,0.0,0.7,57.37021948365715,0.13280474311677049,0.019600628709898798,0.4743587813196356,0.41801144972726334,0.6138508544642025,0.5501419068014288,0.29397385202147563,-6.0,0.0003686452,CVAE+merged_rules,1.0
0.04259352456851406,43.14260215835007,34.78406862543836,0.10441698,synthetic_condition,0.0,0.7,38.397938292061454,1.0,0.18198410975353066,0.8363696751439891,0.8363900352490268,0.39353391286741246,0.37681975915361005,0.49646169804850887,-6.0,0.0029134436,CVAE+merged_rules,1.0
0.049203259353409086,44.1501385590258,31.17046182004036,0.016700428,synthetic_condition,0.0,0.7,69.17822941404593,0.07261699908302338,0.012652118133897562,0.45009773647161144,0.3898382015170456,0.6603603525776133,0.5543248663845364,0.28499688243749227,-6.0,0.00038970463,CVAE+merged_rules,1.0
0.05245305715887523,42.37365123320595,49.37304360106861,0.27953184,synthetic_condition,0.0,0.7,20.720029386668323,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.04532529273416292,0.02801257200107481,0.5404915007787953,-6.0,0.0073235394,CVAE+merged_rules,1.0
0.05291488344924101,44.0302814792144,28.263144727953232,0.016640946,synthetic_condition,0.0,0.7,57.725288437450374,0.11332225760923485,0.01746044645826932,0.46652740037644613,0.4089137072260841,0.6156077234710654,0.5504396812563177,0.28961987601795613,-6.0,0.00030428477,CVAE+merged_rules,1.0
0.05780298026083188,43.881739072224214,25.0,0.016010143,synthetic_condition,0.0,0.7,46.06487720050408,0.19508434466383404,0.026006071521562903,0.49930611846985257,0.4470069609780395,0.5706870173973027,0.5453854115558652,0.30318767811882164,-6.0,0.00047839282,CVAE+merged_rules,1.0
0.06406165932113746,44.00645084581219,35.449818490666416,0.016632937,synthetic_condition,0.0,0.7,71.21736641227872,0.12373100379135596,0.018614120207571746,0.4707134586755127,0.41377633402698855,0.6694523444001782,0.5593000607370715,0.3000259578221264,-6.0,0.00056461984,CVAE+merged_rules,1.0
0.06467741224008705,42.86247676989889,33.12088972752256,0.10067731,synthetic_condition,0.0,0.7,27.371888360994372,1.0,0.36442083417458254,0.8728570200281995,0.8728773801332372,0.1998095867179804,0.1868870742627056,0.49643265546399873,-6.0,0.002787962,CVAE+merged_rules,1.0
0.07967792963442655,43.96164748662724,40.55239747965412,0.017419375,synthetic_condition,0.0,0.7,78.97711657491591,0.14585847949792358,0.020992101847627963,0.42289245669317055,0.36739361796557324,0.7024443870815547,0.5763911905763581,0.3009130630779779,-6.0,0.0006843475,CVAE+merged_rules,1.0
0.08256290342020524,42.00896049127759,48.791561519730365,0.31120622,synthetic_condition,0.0,0.7,12.350356087326318,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.017484616950000215,0.004624654381485164,0.5239840855449648,-6.0,0.0036508082,CVAE+merged_rules,1.0
0.09321274655035584,43.95214537056963,34.43436367829845,0.016345032,synthetic_condition,0.0,0.7,66.6218025105125,0.1510188729549989,0.021533988157801144,0.48166682254774285,0.42650340939485554,0.6512367979170488,0.556078262481776,0.30562849948791615,-6.0,0.00051466044,CVAE+merged_rules,1.0
0.10181849245596368,43.79243632924858,34.43420317655826,0.01691271,synthetic_condition,0.0,0.7,59.63993238591426,0.2686112983315068,0.03302441507248165,0.528650029573752,0.4811301240703376,0.6202250713645165,0.5503687668711502,0.3317767768318142,-6.0,0.0004814265,CVAE+merged_rules,1.0
0.12653640805962393,43.3665122480712,40.409162592210635,0.10782349,synthetic_condition,0.0,0.7,52.09679796578686,1.0,0.10203786841715995,0.820380426876715,0.8204007869817527,0.5414785184406476,0.5003070093430223,0.5086100933830702,-6.0,0.002736471,CVAE+merged_rules,1.0
0.14284313871630688,41.85710078173938,45.46003430280634,0.31325322,synthetic_condition,0.0,0.7,9.322574564649827,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.013174346248204105,0.0020330081308689613,0.5177898660718774,-6.0,0.0054557323,CVAE+merged_rules,1.0
0.143914369607963,41.8,43.890268591628555,0.320243,synthetic_condition,0.0,0.7,8.315650901615268,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.012075891967018656,0.0014926065091985384,0.5145630873423247,-6.0,0.004161314,CVAE+merged_rules,1.0
0.1470849302746968,41.8,44.41290440655929,0.31996885,synthetic_condition,0.0,0.7,8.41467187198304,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.01214359565215455,0.0015039984379492956,0.5150059059169412,-6.0,0.0051037767,CVAE+merged_rules,1.0
0.16321288550565072,43.22987576096861,33.540508977392484,0.10262552,synthetic_condition,0.0,0.7,39.33409370562717,1.0,0.14550631272040104,0.8290741157373631,0.8290944758424009,0.43971654047723985,0.4247009034932957,0.5005154610948233,-6.0,0.0037673987,CVAE+merged_rules,1.0
0.1640873545631294,42.44862673359096,45.813333517838146,0.24901985,synthetic_condition,0.0,0.7,21.332026254624605,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.05461573456096722,0.03715015850627378,0.5461815643622578,-6.0,0.0050194743,CVAE+merged_rules,1.0
0.16506631947844902,44.2,26.981322456550572,0.01631331,synthetic_condition,0.0,0.7,61.98680144296853,0.06027181166167992,0.011063970240495866,0.4450889356728206,0.3840269635358675,0.6328040852476243,0.5515177206615232,0.28219903646459,-6.0,0.00038812993,CVAE+merged_rules,1.0
0.16514751636634628,44.01717029356421,37.24711201869325,0.016292727,synthetic_condition,0.0,0.7,75.38611698955107,0.11893910632122008,0.018086085746224678,0.4487871485157483,0.3915385505316653,0.6856221662280729,0.5642117297426187,0.3009857095278287,-6.0,0.0005132119,CVAE+merged_rules,1.0
0.17589217631458887,43.69713156896632,28.27898037383823,0.016465215,synthetic_condition,0.0,0.7,45.84809123595824,0.37485230199067193,0.042587638627415936,0.5709342556752215,0.5303200154096529,0.5620039899029973,0.5371818705151512,0.35179945129915635,-6.0,0.00052390416,CVAE+merged_rules,1.0
0.1883577986960195,44.07190718870358,25.0,0.016270764,synthetic_condition,0.0,0.7,52.55526436622646,0.09714571162988032,0.015613336274493328,0.4600108908675362,0.40134572222851617,0.5963156277822876,0.5494392616693153,0.28723328484597316,-6.0,0.0003196217,CVAE+merged_rules,1.0
