Радиация,Температура,Время,Выживаемость,source,Интервал_мин,Гипоксия_предположенная,CEM43,Подавление_репарации,Оксигенация_выигрыш,Синергия,Радиосенсибилизация,Прямая_цитотоксичность,Риск_высокой_температуры,Оценка_правил,log_survival
0.0,42.05656711995403,49.715464753026325,0.5277749260029388,bootstrap,0.0,0.7,13.442755884857878,1.0,0.8049999999999999,0.0,0.5,0.01946790877123919,0.005984796616485512,0.2541152515250037,-0.2775504235940469
0.09014263675296752,41.989577571792736,40.2030719617524,0.3136437113670408,bootstrap,0.0,0.7,9.906593000076793,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.015074446914577698,0.00368170064017726,0.5178315481371569,-0.5035620310773093
0.021080573479359252,42.34485389574794,44.519097588047195,0.27462901472055207,bootstrap,0.0,0.7,17.951845200877774,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.03797220675047638,0.02218426965992116,0.5345464706625765,-0.5612519998189796
0.0,41.836385074733265,47.85705703628755,0.6025633891878643,bootstrap,0.0,0.7,9.536302007626272,1.0,0.8049999999999999,0.0,0.5,0.013188936268863208,0.001919399872552796,0.24384486350407386,-0.2199965381724458
0.2768611814650664,41.872685756328735,48.50698577734025,0.24002423183876342,bootstrap,0.0,0.7,10.164674704117074,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.013955317018621165,0.002332819526301684,0.5249633031129058,-0.619743102153564
0.20539998283009459,42.306663787613395,42.52365918717328,0.24342698592579656,bootstrap,0.0,0.7,16.26299897960598,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.0327610603778451,0.01795544023822648,0.5376554608065225,-0.613629494164861
0.034877977780674425,41.92951340842373,41.12334142233467,0.3223375669477994,bootstrap,0.0,0.7,9.323763466044397,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.013853268274063591,0.002754111122564895,0.5140867979053636,-0.4916877292051277
0.0,42.06630294028893,42.70143941441549,0.6844388089560512,bootstrap,0.0,0.7,11.703098791778022,1.0,0.8049999999999999,0.0,0.5,0.017944073467868547,0.005526838590813221,0.25005509140442156,-0.1646647386003257
0.0,41.95491138773121,47.033793043424176,0.4140850116515264,bootstrap,0.0,0.7,11.045972636206802,1.0,0.8049999999999999,0.0,0.5,0.015517766140164008,0.003405413690276581,0.24818163011181205,-0.38290944026594725
0.0796109771114453,42.18299998559954,40.981291913596934,0.31215891711494986,bootstrap,0.0,0.7,13.203912072092702,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.022805955715976062,0.00965234178873934,0.5263219357506846,-0.5056228632638982
0.09095897798694823,42.10945520204882,41.907623222804794,0.24170748938143718,bootstrap,0.0,0.7,12.193591381773432,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.019440119918601985,0.006780333048316994,0.5241240717994535,-0.616708095861419
0.18267954796591415,42.041577854252644,45.62623212586469,0.3287616800189276,bootstrap,0.0,0.7,12.083339473865678,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.01778529923514556,0.005102690081990336,0.5269040602320026,-0.483117487913433
0.0,42.03251551760254,45.732681183246704,0.45178990457785456,bootstrap,0.0,0.7,11.960324547846367,1.0,0.8049999999999999,0.0,0.5,0.017502420631273094,0.004887410742585822,0.250618160046743,-0.3450625165130652
0.6530210789006647,42.06633660892765,42.02174125699338,0.33401490436808806,bootstrap,0.0,0.7,11.517352821915052,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.017783517955080805,0.005484462051595206,0.5420209868106355,-0.47623285350325156
0.0,42.110191844523946,47.89648894751851,0.4355817045498681,bootstrap,0.0,0.7,13.950371987481143,1.0,0.8049999999999999,0.0,0.5,0.021245928952498386,0.0074874755114212104,0.2553459424009962,-0.360929372873279
0.33718164523551264,42.05778932977111,47.055150399986225,0.42974036472545585,bootstrap,0.0,0.7,12.744999357800706,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.018749442543085488,0.005677933901855705,0.5339122440704169,-0.36679284131865986
0.0,41.89447693698995,42.77621392593619,0.45184830374917273,bootstrap,0.0,0.7,9.23870579501541,1.0,0.8049999999999999,0.0,0.5,0.013429691255684243,0.0023555415783974793,0.24299233541116447,-0.34500638258353705
0.0,42.04776127647433,45.691726998325045,0.5987924267068513,bootstrap,0.0,0.7,12.20485813382141,1.0,0.8049999999999999,0.0,0.5,0.0180191123861094,0.005267508808619468,0.2512408097348012,-0.2227229757982762
0.0045506621572674565,42.203494770802024,44.33835791690511,0.49439248582707035,bootstrap,0.0,0.7,14.697236189138158,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.02521155251565807,0.011117227031540418,0.5269680313275389,-0.3059272601846036
0.21898357171775215,41.87999794210172,42.32276875484722,0.34354674525633017,bootstrap,0.0,0.7,8.959125953238638,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.013098145801158702,0.002179886574428069,0.5193483643273017,-0.46401289743873947
0.0,42.099960069172894,46.18309406143386,0.502096590410977,bootstrap,0.0,0.7,13.261876901068923,1.0,0.8049999999999999,0.0,0.5,0.020231924414133334,0.0068809734747956,0.25381068165495757,-0.2992118628194937
0.0,41.8,43.883712619832444,0.6188400996440855,bootstrap,0.0,0.7,8.31440877723265,1.0,0.8049999999999999,0.0,0.5,0.012075047621975664,0.001492468683633426,0.23994678632049296,-0.20842085082932962
0.07493281044557139,41.82559657098032,45.432952314627954,0.3418724773909277,bootstrap,0.0,0.7,8.918866034595103,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.012656085327139218,0.0017367535334803174,0.5141355786355831,-0.46613459054462414
0.0,42.02152151483237,45.145521796115,0.41843080021186674,bootstrap,0.0,0.7,11.628184895472982,1.0,0.8049999999999999,0.0,0.5,0.017003773412354848,0.004582349061065888,0.24977564425242443,-0.37837531713378214
0.12522557612189913,42.078509833691555,47.70762810793819,0.37306356572051375,bootstrap,0.0,0.7,13.298279715108805,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.019765672353637933,0.006375897441827706,0.5277979153409567,-0.428215998996855
0.0,41.86870449441188,46.28758816802165,0.5761560876921303,bootstrap,0.0,0.7,9.646211724550133,1.0,0.8049999999999999,0.0,0.5,0.013510492054159424,0.0021857387402216158,0.24419607872252205,-0.23945909120056338
0.18026669020711675,42.53938240869166,46.42722627673292,0.18590306974002996,bootstrap,0.0,0.7,24.51620900632958,1.0,0.7531546428418849,0.9506037817616599,0.9506241418666976,0.07601071552585144,0.05717733966837569,0.544831717576868,-0.7307111027171207
0.33390061722262077,42.091194775182814,44.21182688839914,0.3475212578699721,bootstrap,0.0,0.7,12.542473586217488,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.019292522885673884,0.006379056835765233,0.533403233943763,-0.4590173747845279
0.0,41.966845395056396,43.78659113042724,0.528698397470872,bootstrap,0.0,0.7,10.454904818727355,1.0,0.8049999999999999,0.0,0.5,0.01517312461261399,0.0034215119589594218,0.24660959814361508,-0.2767911845357332
0.810130498335728,41.8,46.715650475936286,0.22211694486714462,bootstrap,0.0,0.7,8.850960667710714,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.012451565807724949,0.0015643913597532374,0.5396353973278546,-0.6534163534643176
0.0,42.15245308357543,45.16070004773866,0.4118652368604745,bootstrap,0.0,0.7,13.947185472076537,1.0,0.8049999999999999,0.0,0.5,0.0224716247757044,0.008760527114446904,0.2554665803938571,-0.38524380830137345
0.0,42.095143684850854,43.174083420707156,0.532074983718882,bootstrap,0.0,0.7,12.315309794139067,1.0,0.8049999999999999,0.0,0.5,0.01917609293679702,0.006412700888338194,0.25161586002137953,-0.2740263433563415
0.015950143966334825,41.90877595133519,50.0,0.35529658599910396,bootstrap,0.0,0.7,11.015080187194059,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.014996833471085899,0.0028916246197118684,0.5181833043866473,-0.4494077432307115
0.0,42.02610360406772,43.34553383807903,0.6052376307412339,bootstrap,0.0,0.7,11.235704283959116,1.0,0.8049999999999999,0.0,0.5,0.01674013561671138,0.004565135740687652,0.24878640208194325,-0.21807335992459548
0.0,41.983936898194635,46.26246819745114,0.6078722132116796,bootstrap,0.0,0.7,11.310918087744222,1.0,0.8049999999999999,0.0,0.5,0.016132318410889787,0.0038765429873465185,0.24890921901862373,-0.21618699399123212
0.0,41.95316982698227,43.81263672209761,0.46238998901572953,bootstrap,0.0,0.7,10.26466607505412,1.0,0.8049999999999999,0.0,0.5,0.014844787226125481,0.003197735365153985,0.24606341499854176,-0.3349906379501505
0.6179089840983839,42.05669743953453,41.847790114162386,0.35228421726235576,bootstrap,0.0,0.7,11.317429490967635,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.01740530385261286,0.005218774086736773,0.5402619088088758,-0.45310558048065097
0.7427546689544215,42.14454513647716,41.20157508511497,0.2635287491099589,bootstrap,0.0,0.7,12.58573754998621,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.020845734246432174,0.00800414824737594,0.5479753972212501,-0.5791703514380546
0.44341890221531793,41.90092627481337,46.10954857036557,0.35332456217802954,bootstrap,0.0,0.7,10.04806770854969,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.014105238290509033,0.002557943787077363,0.5304869476264141,-0.45182494136144297
0.0,41.99166645015135,36.89683164982732,0.43389977142940084,bootstrap,0.0,0.7,9.118256111232576,1.0,0.8049999999999999,0.0,0.5,0.014543219803341726,0.0036387780016658494,0.24275052519381093,-0.36260957774072555
0.0,41.82531035452492,49.08102825982909,0.402949974915585,bootstrap,0.0,0.7,9.63119142906227,1.0,0.8049999999999999,0.0,0.5,0.01319139608861746,0.0018664104095026846,0.24411998671215893,-0.394747789141247
0.0,42.018303680820054,48.60318322266529,0.39505081419413013,bootstrap,0.0,0.7,12.463058585145259,1.0,0.8049999999999999,0.0,0.5,0.017746693378495694,0.00482361210365297,0.25180209907741047,-0.4033459394549789
0.4071073132542358,42.001432628542744,42.54622837238012,0.3324625878240487,bootstrap,0.0,0.7,10.657702763923343,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.01584241818710604,0.0039987592461503555,0.5310400842805347,-0.47825591268577716
0.0696708934507145,41.91596963719777,45.17450521247505,0.29454719674306823,bootstrap,0.0,0.7,10.051759607454247,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.014255619642217256,0.0027128102656346817,0.5174317041042092,-0.5308436317191343
0.03973107083793681,42.09269829443295,48.96504204036338,0.24533109011765175,bootstrap,0.0,0.7,13.919898698736844,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.02078105363910026,0.007031716716373576,0.5262022498434812,-0.6102456411555808
0.7465616811296932,41.8,44.62053726241104,0.33583850004967897,bootstrap,0.0,0.7,8.454010941903835,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.012170711338470582,0.0015087505769232849,0.5361184874061956,-0.47386822527735867
0.09834715370726142,41.912822067225115,44.47969437410681,0.2883880413871979,bootstrap,0.0,0.7,9.854065795096012,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.014069091306302,0.0026415654342657998,0.5178636936846598,-0.540021246572209
0.0,42.11894429358294,45.89253871491262,0.446042557171242,bootstrap,0.0,0.7,13.52987212588368,1.0,0.8049999999999999,0.0,0.5,0.021014183051144112,0.007518519306696027,0.25445671721000473,-0.3506227293697838
0.3148599564016377,42.04302193292273,47.032155297097404,0.34178488509116284,bootstrap,0.0,0.7,12.480634773828083,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.018196864829601284,0.005274743238929234,0.5324832306779047,-0.4662458765292558
0.0,41.92157465437242,46.86823401280815,0.5833324484441488,bootstrap,0.0,0.7,10.509978689852769,1.0,0.8049999999999999,0.0,0.5,0.014685580260875918,0.002875581231300204,0.24670502302458375,-0.2340831203328188
0.0,42.01642583366323,48.19416223947106,0.46185518519924806,bootstrap,0.0,0.7,12.326045917910339,1.0,0.8049999999999999,0.0,0.5,0.017579044945026802,0.00473579395101502,0.2514733781326817,-0.3354932359105242
0.19148408340951326,41.97169302865925,44.45579699193195,0.3813385157279702,bootstrap,0.0,0.7,10.68626437563078,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.015427098370062429,0.003539132853600112,0.5235238452224665,-0.4186881892885904
0.28889572214581044,42.11389134904009,48.263697017885825,0.3015041528407122,bootstrap,0.0,0.7,14.129604939998693,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.021548695474852168,0.007686357602027148,0.5354250349291834,-0.520705261198243
0.23868353995323735,41.95656265407692,45.810415881221104,0.30287623199901414,bootstrap,0.0,0.7,10.78331656674461,1.0,0.8049999999999999,0.9609728531932831,0.9609932132983208,0.015311852638282376,0.003355983507339431,0.5254161916721042,-0.518733372387962
0.03394858774745137,43.08332198356117,42.95444829191632,0.1577095524268409,bootstrap,0.0,0.7,45.50829468583976,1.0,0.21149705678346936,0.842272264549977,0.8422926246550146,0.39064031661695625,0.3593064163978104,0.50420127390091,-0.802139247017169
0.0,42.83001359420972,47.89527718375017,0.18534673892766848,bootstrap,0.0,0.7,37.83996072745668,1.0,0.39372109199419497,0.0,0.5,0.21833069980181657,0.19403745248983156,0.30386192260764605,-0.7320127075962536
0.21844193596825429,43.087968371297,44.96938306788272,0.08630641955835736,bootstrap,0.0,0.7,47.796714866006496,1.0,0.20903155913806878,0.8417791650208968,0.8417995251259345,0.4067562723516526,0.373163070934155,0.5131619162565886,-1.0639518678451056
0.026531595367804216,42.90519736038831,47.437799333544376,0.10488128642301203,bootstrap,0.0,0.7,41.59562529188042,1.0,0.32877491767768874,0.8657278367288208,0.8657481968338585,0.27364034548447475,0.24624529822141508,0.5081822806284805,-0.979297853639922
0.0,42.95500598216858,46.03232863568906,0.13826505559943306,bootstrap,0.0,0.7,43.24877861517336,1.0,0.291146043366863,0.0,0.5,0.3074097528099564,0.2773645268633496,0.3162725230106211,-0.8592844263641397
0.0,43.03411620960887,45.612416427771805,0.13704867132640433,bootstrap,0.0,0.7,46.7038930446399,1.0,0.23931364407557704,0.0,0.5,0.3700298853433259,0.3364374615375641,0.3245314175295706,-0.8631220016516634
0.0,43.032486991230066,41.37978914625669,0.11714135637819117,bootstrap,0.0,0.7,42.322160727437556,1.0,0.24028992498701263,0.0,0.5,0.34527353509562136,0.31657885706455285,0.3195320170935259,-0.9312860441653841
0.0,42.970117398760344,45.77726891399501,0.20052325768702398,bootstrap,0.0,0.7,43.91963885609563,1.0,0.280520448116951,0.0,0.5,0.31881619501709835,0.28775728653988414,0.3177824404968916,-0.697833082682815
0.30018086812070677,42.97760860580512,44.95245948024328,0.08323347457410679,bootstrap,0.0,0.7,43.57852189197568,1.0,0.27538406971715496,0.855049667136714,0.8550700272417517,0.32059818269711654,0.28953309985316067,0.5151829553519457,-1.0796967576485803
0.0,42.95958779055118,45.80679640084522,0.13159920604277073,bootstrap,0.0,0.7,43.311113074230796,1.0,0.2878866175527342,0.0,0.5,0.3100362433545262,0.2797799496490293,0.31655809564930915,-0.8807434307587783
0.18177127998441028,43.21458344782036,44.728099628857855,0.11021346862507102,bootstrap,0.0,0.7,51.90109265388631,1.0,0.15135153864020917,0.8302431609213248,0.8302635210263625,0.4931232078239365,0.4554355205189105,0.5136336015759232,-0.9577613888638885
0.24155039709888937,42.943829133935985,45.56023120452604,0.10216718418284627,bootstrap,0.0,0.7,42.147099082273314,1.0,0.299236844503558,0.8598202220939946,0.8598405821990323,0.2955434158850626,0.26656168630341703,0.5135339794001736,-0.9906843251897782
0.0341866344920911,42.891778630260234,45.06127543564736,0.11865859037694206,bootstrap,0.0,0.7,38.78356464458819,1.0,0.33962526123375403,0.8678979054400338,0.8679182655450715,0.25182350270140236,0.22607082867957368,0.5059892378724161,-0.925697155217685
0.5079002627282646,43.13429791565193,50.0,0.0800647078443834,bootstrap,0.0,0.7,54.877927967869525,1.0,0.1858722882460645,0.8371473108424958,0.8371676709475335,0.48468635516605824,0.45009703316680993,0.5316118014310304,-1.0965534524902452
0.30531222285223736,43.02566788080337,50.0,0.08481466842947039,bootstrap,0.0,0.7,50.89754164441539,1.0,0.24441600781132033,0.848856054755547,0.8488764148605847,0.39615678248204145,0.3618264933563476,0.5225156458378977,-1.07152391090501
0.0,42.916085029637834,39.69026068922548,0.14256018663514666,bootstrap,0.0,0.7,35.33150238046432,1.0,0.3201980551915708,0.0,0.5,0.2505876850429766,0.22880649001892417,0.30525060651781183,-0.8459986983594492
0.0,43.02105513010667,45.854389939442896,0.2130644502028687,bootstrap,0.0,0.7,46.528510040785655,1.0,0.24724384438324715,0.0,0.5,0.3614762792503722,0.3277393709773269,0.3235464053381158,-0.6714869679429344
0.33264834336511756,42.91923348820726,42.75396332162911,0.10968964219339097,bootstrap,0.0,0.7,38.22522891808094,1.0,0.3177551841449211,0.8635238900222673,0.863544250127305,0.2634111470011587,0.23811897219957168,0.5137864128374849,-0.9598304208949487
0.0,43.25640422721961,47.94860030180322,0.13183133508573006,bootstrap,0.0,0.7,57.27449878629607,1.0,0.1358731583191885,0.0,0.5,0.5491322574654229,0.5078165400977969,0.34792955211121496,-0.8799780553946931
0.0,43.18954213238316,44.71365038686846,0.18404095697170997,bootstrap,0.0,0.7,50.99152423499048,1.0,0.16140769436882338,0.0,0.5,0.4767913280462026,0.4403641209945278,0.337616059883788,-0.7350831574030237
0.0,42.916087496786474,45.01310924929546,0.15695278289985626,bootstrap,0.0,0.7,40.06993626136104,1.0,0.3201961344209265,0.0,0.5,0.27046015286245784,0.2435106306192957,0.3105553574538261,-0.8042282124727982
0.0,43.08719899052865,42.33094892654351,0.14603655744203062,bootstrap,0.0,0.7,44.968408327805555,1.0,0.20943795740820054,0.0,0.5,0.3899003347040085,0.35936659178158864,0.325665232038256,-0.8355354394741517
0.0421034710991646,43.072021436768225,46.77903719522222,0.08629980423182683,bootstrap,0.0,0.7,49.17358726963739,1.0,0.21760666356670558,0.8434941859066241,0.8435145460116618,0.40761627655388444,0.3731486626207479,0.5091966632489925,-1.0639851571026684
0.0,43.17887475506579,45.83078502994898,0.12750350053925794,bootstrap,0.0,0.7,51.88047731091711,1.0,0.16588110679712062,0.0,0.5,0.47861346715303354,0.4418249946553418,0.3382924095235085,-0.8944744856232043
0.542903191432883,43.016194448801,47.94824296015957,0.09350822077989468,bootstrap,0.0,0.7,48.489500696254986,1.0,0.25025610502702006,0.8500240741986871,0.8500444343037248,0.37212062713900684,0.33748409832013593,0.5278221271460649,-1.029145562000417
