block_id,sampled_before_constraints_mean,after_projection_mean,after_cap_mean,after_calibration_mean,final_mean,delta_projection_mean,delta_projection_radiation_mean,delta_projection_thermal_mean,delta_cap_mean,delta_calibration_mean,total_adjustment_abs_mean,constraint_pressure_score,per_cell_delta_abs,projection_active_rate,cap_active_rate,calibration_active_rate,rule_CL1_active,rule_CL3_active,rule_CL5_active,explainability_status,reject_reason
10,-2.095429348496415,-2.095429348496415,-2.095429348496415,-2.098022304137514,-2.098022304137514,0.012844075803953251,0.012844075803953251,0.0,0.0,0.02546994849778479,0.03831402430173804,0.03831402430173804,"[[0.017173107044138436, 0.01577747859994849, 0.0007858746069187017], [0.03868045340609749, 0.07370145626036151, 0.08107916040465346], [0.03868045340609749, 0.07370145626036151, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
11,-2.0899663504009887,-2.089966350400988,-2.089966350400988,-2.0838285737850386,-2.0838285737850386,0.004699039425443089,0.004699039425443089,0.0,0.0,0.02219268274554316,0.02689172217098625,0.02689172217098625,"[[0.09774690964361549, 0.01577747859994849, 0.0007858746069187017], [0.03978400427775419, 0.013343124702442033, 0.028063231888790785], [0.03978400427775408, 0.03636338980219955, 0.040434936311752434], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.03429913675230534]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
12,-2.0550631881224537,-2.0550631881224537,-2.0550631881224537,-2.053155263032591,-2.053155263032591,0.0,0.0,0.0,0.0,0.03281124841425577,0.03281124841425577,0.03281124841425577,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.04434569078047862, 0.06164377111940578, 0.08107916040465346], [0.05342810795434039, 0.0846640362191633, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.0,0.0,0.8666666666666667,False,False,False,pass,
13,-2.1082604308717587,-2.1082604308717587,-2.1082604308717587,-2.099895226007104,-2.099895226007104,0.01577995600152681,0.01577995600152681,0.0,0.0,0.014326045215109799,0.030106001216636608,0.030106001216636608,"[[0.09685919662188669, 0.01577747859994849, 0.0007858746069187017], [0.0892673556041308, 0.026751800875453924, 0.024567706880156415], [0.0892673556041309, 0.026751800875454146, 0.024567706880156415], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.4,0.0,0.9333333333333333,True,False,False,pass,
14,-2.0908118692737725,-2.0908118692737725,-2.0908118692737725,-2.0896278624369327,-2.0896278624369327,0.02111976278513056,0.02111976278513056,0.0,0.0,0.017026011434912336,0.0381457742200429,0.0381457742200429,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.06303515736712784, 0.1114144046581611, 0.06324995806178979], [0.06303515736712784, 0.1114144046581611, 0.075621662484751], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.010858773795344945]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
15,-2.0990506452066713,-2.0990506452066713,-2.0990506452066713,-2.0971427201168087,-2.0971427201168087,0.027610506314030746,0.027610506314030746,0.0,0.0,0.007868765440317308,0.035479271754348056,0.035479271754348056,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.015282966670276288, 0.04768943445824947, 0.1663435895749945], [0.015282966670276288, 0.04768943445824969, 0.16634358957499473], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.4,0.0,0.8666666666666667,True,False,False,pass,
16,-2.085738900440639,-2.085738900440639,-2.085738900440639,-2.077502636932229,-2.077502636932229,0.03211281874811234,0.03211281874811234,0.0,0.0,0.01500108818853659,0.04711390693664893,0.04711390693664893,"[[0.09492507627820745, 0.01577747859994849, 0.0007858746069187017], [0.018141994321331567, 0.006029882472540216, 0.23343120708792275], [0.018141994321331567, 0.029050147572297957, 0.23343120708792253], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
17,-2.0903905527550277,-2.0903905527550277,-2.0903905527550277,-2.088483302809897,-2.088483302809897,0.01285652558396991,0.01285652558396991,0.0,0.0,0.010141687979043882,0.022998213563013792,0.022998213563013792,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.004198499175783632, 0.10793407442965308, 0.01284335627918054], [0.013280916349645566, 0.10793407442965308, 0.025215060702141745], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 1.0127170969376209e-05]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
18,-2.0623596830633635,-2.0623596830633635,-2.0623596830633635,-2.0552442455170508,-2.0552442455170508,0.006442371204258916,0.006442371204258916,0.0,0.0,0.030283809668692225,0.03672618087295114,0.03672618087295114,"[[0.07811268684675665, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.06164377111940578, 0.05450363624342258], [0.07649513434388922, 0.0846640362191633, 0.05450363624342236], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
19,-2.1111134881607088,-2.1111134881607088,-2.1111134881607088,-2.1084265140238228,-2.1084265140238228,0.015928952862895633,0.015928952862895633,0.0,0.0,0.024706296947386797,0.04063524981028243,0.04063524981028243,"[[0.05104519375104144, 0.01577747859994849, 0.0007858746069187017], [0.029509540595101136, 0.10600894701342556, 0.08107916040465346], [0.029509540595101025, 0.10600894701342578, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.039359458045693074]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
20,-2.0446600634896672,-2.0446600634896672,-2.0446600634896672,-2.048397892933709,-2.048397892933709,0.023975381545755677,0.023975381545755677,0.0,0.0,0.013514519974221683,0.03748990151997736,0.03748990151997736,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.0022561833114763674, 0.09319226898154698, 0.10431907737297985], [0.006826233862385456, 0.09319226898154676, 0.10431907737297941], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
21,-2.082051102049777,-2.082051102049777,-2.082051102049777,-2.0780028128270804,-2.0780028128270804,0.018796405732657492,0.018796405732657492,0.0,0.0,0.018070709387685232,0.03686711512034272,0.03686711512034272,"[[0.03210546199251074, 0.01577747859994849, 0.0007858746069187017], [0.06046184860900361, 0.15248317554480995, 0.004296970990296467], [0.06954426578286554, 0.15248317554480995, 0.008074733432664738], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
22,-2.087862211591109,-2.087862211591109,-2.087862211591109,-2.091600041035151,-2.091600041035151,0.023155712045298493,0.023155712045298493,0.0,0.0,0.013514519974221706,0.0366702320195202,0.0366702320195202,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.01914307507690116, 0.0282637752703776, 0.1484981833407497], [0.01914307507690116, 0.0282637752703776, 0.1484981833407497], [0.012754653356755519, 0.0023646193934916404, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.4,0.0,0.9333333333333333,True,False,False,pass,
23,-2.0835851098191838,-2.0835851098191838,-2.0835851098191838,-2.0746823212130194,-2.0746823212130194,0.02175035694075099,0.02175035694075099,0.0,0.0,0.02308279843920644,0.044833155379957426,0.044833155379957426,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.14094446100663038, 0.06164377111940578, 0.03291027684741321], [0.14094446100663027, 0.0846640362191633, 0.032910276847413655], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
24,-2.049693628476454,-2.049693628476454,-2.049693628476454,-2.0511178743347163,-2.0511178743347163,0.0016907903378662178,0.0016907903378662178,0.0,0.0,0.0268541166209185,0.028544906958784717,0.028544906958784717,"[[0.016511415937021656, 0.01577747859994849, 0.0007858746069187017], [0.0172221361209276, 0.030324326668365487, 0.07056310913818598], [0.0172221361209276, 0.05334459176812345, 0.08293481356114785], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0664939801588913]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
25,-2.111908832786705,-2.111908832786705,-2.111908832786705,-2.1100009076968425,-2.1100009076968425,0.0,0.0,0.0,0.0,0.02603806926217679,0.02603806926217679,0.02603806926217679,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.0037204973122286766, 0.05716347405624722, 0.07538580729546984], [0.0128029144860905, 0.08018373915600474, 0.08775751171843105], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.0,0.0,0.8666666666666667,False,False,False,pass,
26,-2.0799648866103366,-2.0799648866103366,-2.0799648866103366,-2.0752314360500295,-2.0752314360500295,0.00640039920195153,0.00640039920195153,0.0,0.0,0.02128022067934165,0.02768061988129318,0.02768061988129318,"[[0.11242525304308165, 0.01577747859994849, 0.0007858746069187017], [0.021532505890443754, 0.0168544025764934, 0.029695248624047377], [0.02903480618900023, 0.03987466767625092, 0.029695248624047377], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.06254007068785317]]",0.3333333333333333,0.0,1.0,True,False,False,pass,
27,-2.1077319767321163,-2.1077319767321163,-2.1077319767321163,-2.109551237251757,-2.109551237251757,0.022798617480721168,0.022798617480721168,0.0,0.0,0.01911252898612677,0.04191114646684794,0.04191114646684794,"[[0.028778533866012368, 0.01577747859994849, 0.0007858746069187017], [0.027595800656281977, 0.04860260582505349, 0.1400830100417143], [0.0366782178301438, 0.04860260582505371, 0.14008301004171386], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
28,-2.1172937855573193,-2.1172937855573193,-2.1172937855573193,-2.1210316150013613,-2.1210316150013613,0.0379849993609058,0.0379849993609058,0.0,0.0,0.020883058297778558,0.05886805765868435,0.05886805765868435,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.13289448269974613, 0.16804435364385695, 0.05526403742667574], [0.13289448269974613, 0.16804435364385695, 0.06763574184963783], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
29,-2.08309714254979,-2.08309714254979,-2.08309714254979,-2.079889920636409,-2.079889920636409,0.01943053190364204,0.01943053190364204,0.0,0.0,0.015302096074755649,0.03473262797839769,0.03473262797839769,"[[0.06549470593467754, 0.01577747859994849, 0.0007858746069187017], [0.05967583807637189, 0.00755201734391453, 0.09678021199935483], [0.059675838076372, 0.015468247755843212, 0.0967802119993546], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.04600525358189689]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
30,-2.081283187177141,-2.081283187177141,-2.081283187177141,-2.078428837419689,-2.078428837419689,0.0013830382344094615,0.0013830382344094615,0.0,0.0,0.020375076817887954,0.021758115052297414,0.021758115052297414,"[[0.014196370013837167, 0.01577747859994849, 0.0007858746069187017], [0.04330675280073182, 0.04339239752412882, 0.016558638969551787], [0.05238916997459364, 0.06641266262388634, 0.016558638969551787], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
31,-2.055867019361041,-2.055867019361041,-2.055867019361041,-2.0562945713932166,-2.0562945713932166,0.005421818226412256,0.005421818226412256,0.0,0.0,0.026287441804845477,0.03170926003125773,0.03170926003125773,"[[0.049654161177994094, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.05217376924797046, 0.0035571159706542232], [0.07649513434388922, 0.05217376924797046, 0.01592882039361454], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.13333333333333333,0.0,1.0,True,False,False,pass,
32,-2.065878488816812,-2.065878488816812,-2.065878488816812,-2.06397056372695,-2.06397056372695,0.0038966764268019666,0.0038966764268019666,0.0,0.0,0.021481384298962757,0.025378060725764724,0.025378060725764724,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.0407352057508934, 0.03468192426981309], [0.07649513434388922, 0.04073520575089318, 0.04705362869277474], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.8666666666666667,True,False,False,pass,
33,-2.1258465729717195,-2.1258465729717195,-2.1258465729717195,-2.12765928955786,-2.12765928955786,0.027733892407601535,0.027733892407601535,0.0,0.0,0.0223999618369403,0.05013385424454184,0.05013385424454184,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.1660105658273976, 0.0580449683664237, 0.08107916040465346], [0.16601056582739748, 0.0580449683664237, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.05580962514003662]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
34,-2.0659054283110168,-2.0659054283110168,-2.0659054283110168,-2.0626483942387566,-2.0626483942387566,0.01039336136289924,0.01039336136289924,0.0,0.0,0.028728552973110822,0.03912191433601007,0.03912191433601007,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.049301207878205466, 0.06164377111940578, 0.03937606314195019], [0.049301207878205466, 0.0846640362191633, 0.03937606314195019], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
35,-2.0923686393149192,-2.0923686393149192,-2.0923686393149192,-2.0872669167410374,-2.0872669167410374,0.006512835424698485,0.006512835424698485,0.0,0.0,0.028068862180475142,0.03458169760517363,0.03458169760517363,"[[0.04790696226028229, 0.01577747859994849, 0.0007858746069187017], [0.0659034733016367, 0.06164377111940578, 0.055032117896719246], [0.07498589047549842, 0.0846640362191633, 0.0550321178967188], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
36,-2.078513359588089,-2.078513359588089,-2.078513359588089,-2.069610570981925,-2.069610570981925,0.009848867565823793,0.009848867565823793,0.0,0.0,0.019370212400595898,0.029219079966419693,0.029219079966419693,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.02644564459386267, 0.03379937582982673, 0.058147922948227126], [0.02644564459386267, 0.05681964092958425, 0.058147922948227126], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
37,-2.1126118778039396,-2.11261187780394,-2.11261187780394,-2.109991509856273,-2.109991509856273,0.019175277406391245,0.019175277406391245,0.0,0.0,0.016322844569255694,0.03549812197564694,0.03549812197564694,"[[0.033243473365387466, 0.01577747859994849, 0.0007858746069187017], [0.09195942682788039, 0.06790649485686329, 0.03550544153517787], [0.0919594268278805, 0.06790649485686351, 0.04787714595813908], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.022556830498332126]]",0.26666666666666666,0.0,1.0,True,False,False,pass,
38,-2.119763181429333,-2.119763181429333,-2.119763181429333,-2.116506147357074,-2.116506147357074,0.03526591509223988,0.03526591509223988,0.0,0.0,0.02050938349052334,0.05577529858276322,0.05577529858276322,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.133410867188121, 0.0749965280831979, 0.07832416126877018], [0.133410867188121, 0.0749965280831979, 0.07832416126876973], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.4,0.0,1.0,True,False,False,pass,
39,-2.1000277211261316,-2.1000277211261316,-2.1000277211261316,-2.098119796036269,-2.098119796036269,0.001974510544427758,0.001974510544427758,0.0,0.0,0.010479063830568203,0.012453574374995962,0.012453574374995962,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.006739075531329797, 0.02412109468868806, 0.019577237926881708], [0.006739075531329908, 0.02412109468868806, 0.031948942349842024], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
40,-2.0983719406649377,-2.0983719406649377,-2.0983719406649377,-2.0964640155750747,-2.0964640155750747,0.019310452750604373,0.019310452750604373,0.0,0.0,0.018679320160937887,0.037989772911542256,0.037989772911542256,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.08428672539415738, 0.0765930113721851, 0.08107916040465346], [0.08428672539415744, 0.0765930113721851, 0.09345086482761511], [0.012754653356755519, 0.0023646193934916404, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
41,-2.087480824495818,-2.087480824495818,-2.087480824495818,-2.078578035889654,-2.078578035889654,0.004687955901971204,0.004687955901971204,0.0,0.0,0.023394395632981783,0.028082351534952987,0.028082351534952987,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.039700877851714944, 0.05942579153066885, 0.004554958542051679], [0.039700877851715055, 0.08244605663042659, 0.016926662965012884], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.13333333333333333,0.0,0.9333333333333333,True,False,False,pass,
42,-2.0762226306214298,-2.0762226306214298,-2.0762226306214298,-2.074314705531567,-2.074314705531567,0.019385117652936504,0.019385117652936504,0.0,0.0,0.012757313626140831,0.03214243127907734,0.03214243127907734,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.09798254544492602, 0.036664111393675425, 0.05813289775050956], [0.09798254544492602, 0.05968437649343317, 0.05813289775050956], [0.012754653356755519, 0.0023646193934916404, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
43,-2.0701197794328627,-2.0701197794328627,-2.0701197794328627,-2.067187011608935,-2.067187011608935,0.017155071797590512,0.017155071797590512,0.0,0.0,0.021678464398987258,0.03883353619657778,0.03883353619657778,"[[0.01537264101098651, 0.01577747859994849, 0.0059478194539077656], [0.014807261279877526, 0.1350112261848182, 0.08624110525164252], [0.02388967845373935, 0.13501122618481842, 0.09345086482761511], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.9333333333333333,True,False,False,pass,
44,-2.153376782660219,-2.153376782660219,-2.153376782660219,-2.1501197485879593,-2.1501197485879593,0.016599609856114157,0.013972705000451875,0.002626904855662282,0.0,0.02949774577986033,0.04609735563597449,0.04609735563597449,"[[0.10492295274452496, 0.01577747859994849, 0.0007858746069187017], [0.06741271717002739, 0.04532940886251735, 0.07716186340223041], [0.07649513434388922, 0.04532940886251735, 0.07716186340223086], [0.032456439774222634, 0.02206640581095831, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.4,0.0,1.0,True,True,False,pass,
45,-2.0355833669748553,-2.0355833669748553,-2.0355833669748553,-2.0336754418849927,-2.0336754418849927,0.013551836435123003,0.013551836435123003,0.0,0.0,0.017748775432157884,0.031300611867280885,0.031300611867280885,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.02106080552992795, 0.0966293088703043, 0.07410007493880366], [0.02106080552992795, 0.0966293088703043, 0.08647177936176531], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.0]]",0.26666666666666666,0.0,0.8666666666666667,True,False,False,pass,
46,-2.139607951834513,-2.139607951834513,-2.139607951834513,-2.143345781278555,-2.143345781278555,0.0,0.0,0.0,0.0,0.01545784706822384,0.01545784706822384,0.01545784706822384,"[[0.0, 0.01577747859994849, 0.0007858746069187017], [0.012796418503427498, 0.00329412870276391, 0.0017785347015881747], [0.021878835677289432, 0.019726136396993166, 0.014150239124549824], [0.012754653356755519, 0.0023646193934911963, 0.0041708007586689355], [0.02814294942154394, 0.009560718770853072, 0.08468631800856574]]",0.0,0.0,0.9333333333333333,False,False,False,pass,
